date,week_id
2013-01-11,102
2013-01-12,103
2013-01-13,103
2013-01-14,103
2013-01-15,103
2013-01-16,103
2013-01-17,103
2013-01-18,103
2013-01-19,104
2013-01-20,104
2013-01-21,104
2013-01-22,104
2013-01-23,104
2013-01-24,104
2013-01-25,104
2013-01-26,105
2013-01-27,105
2013-01-28,105
2013-01-29,105
2013-01-30,105
2013-01-31,105
2013-02-01,105
2013-02-02,106
2013-02-03,106
2013-02-04,106
2013-02-05,106
2013-02-06,106
2013-02-07,106
2013-02-08,106
2013-02-09,107
2013-02-10,107
2013-02-11,107
2013-02-12,107
2013-02-13,107
2013-02-14,107
2013-02-15,107
2013-02-16,108
2013-02-17,108
2013-02-18,108
2013-02-19,108
2013-02-20,108
2013-02-21,108
2013-02-22,108
2013-02-23,109
2013-02-24,109
2013-02-25,109
2013-02-26,109
2013-02-27,109
2013-02-28,109
2013-03-01,109
2013-03-02,110
2013-03-03,110
2013-03-04,110
2013-03-05,110
2013-03-06,110
2013-03-07,110
2013-03-08,110
2013-03-09,111
2013-03-10,111
2013-03-11,111
2013-03-12,111
2013-03-13,111
2013-03-14,111
2013-03-15,111
2013-03-16,112
2013-03-17,112
2013-03-18,112
2013-03-19,112
2013-03-20,112
2013-03-21,112
2013-03-22,112
2013-03-23,113
2013-03-24,113
2013-03-25,113
2013-03-26,113
2013-03-27,113
2013-03-28,113
2013-03-29,113
2013-03-30,114
2013-03-31,114
2013-04-01,114
2013-04-02,114
2013-04-03,114
2013-04-04,114
2013-04-05,114
2013-04-06,115
2013-04-07,115
2013-04-08,115
2013-04-09,115
2013-04-10,115
2013-04-11,115
2013-04-12,115
2013-04-13,116
2013-04-14,116
2013-04-15,116
2013-04-16,116
2013-04-17,116
2013-04-18,116
2013-04-19,116
2013-04-20,117
2013-04-21,117
2013-04-22,117
2013-04-23,117
2013-04-24,117
2013-04-25,117
2013-04-26,117
2013-04-27,118
2013-04-28,118
2013-04-29,118
2013-04-30,118
2013-05-01,118
2013-05-02,118
2013-05-03,118
2013-05-04,119
2013-05-05,119
2013-05-06,119
2013-05-07,119
2013-05-08,119
2013-05-09,119
2013-05-10,119
2013-05-11,120
2013-05-12,120
2013-05-13,120
2013-05-14,120
2013-05-15,120
2013-05-16,120
2013-05-17,120
2013-05-18,121
2013-05-19,121
2013-05-20,121
2013-05-21,121
2013-05-22,121
2013-05-23,121
2013-05-24,121
2013-05-25,122
2013-05-26,122
2013-05-27,122
2013-05-28,122
2013-05-29,122
2013-05-30,122
2013-05-31,122
2013-06-01,123
2013-06-02,123
2013-06-03,123
2013-06-04,123
2013-06-05,123
2013-06-06,123
2013-06-07,123
2013-06-08,124
2013-06-09,124
2013-06-10,124
2013-06-11,124
2013-06-12,124
2013-06-13,124
2013-06-14,124
2013-06-15,125
2013-06-16,125
2013-06-17,125
2013-06-18,125
2013-06-19,125
2013-06-20,125
2013-06-21,125
2013-06-22,126
2013-06-23,126
2013-06-24,126
2013-06-25,126
2013-06-26,126
2013-06-27,126
2013-06-28,126
2013-06-29,127
2013-06-30,127
2013-07-01,127
2013-07-02,127
2013-07-03,127
2013-07-04,127
2013-07-05,127
2013-07-06,128
2013-07-07,128
2013-07-08,128
2013-07-09,128
2013-07-10,128
2013-07-11,128
2013-07-12,128
2013-07-13,129
2013-07-14,129
2013-07-15,129
2013-07-16,129
2013-07-17,129
2013-07-18,129
2013-07-19,129
2013-07-20,130
2013-07-21,130
2013-07-22,130
2013-07-23,130
2013-07-24,130
2013-07-25,130
2013-07-26,130
2013-07-27,131
2013-07-28,131
2013-07-29,131
2013-07-30,131
2013-07-31,131
2013-08-01,131
2013-08-02,131
2013-08-03,132
2013-08-04,132
2013-08-05,132
2013-08-06,132
2013-08-07,132
2013-08-08,132
2013-08-09,132
2013-08-10,133
2013-08-11,133
2013-08-12,133
2013-08-13,133
2013-08-14,133
2013-08-15,133
2013-08-16,133
2013-08-17,134
2013-08-18,134
2013-08-19,134
2013-08-20,134
2013-08-21,134
2013-08-22,134
2013-08-23,134
2013-08-24,135
2013-08-25,135
2013-08-26,135
2013-08-27,135
2013-08-28,135
2013-08-29,135
2013-08-30,135
2013-08-31,136
2013-09-01,136
2013-09-02,136
2013-09-03,136
2013-09-04,136
2013-09-05,136
2013-09-06,136
2013-09-07,137
2013-09-08,137
2013-09-09,137
2013-09-10,137
2013-09-11,137
2013-09-12,137
2013-09-13,137
2013-09-14,138
2013-09-15,138
2013-09-16,138
2013-09-17,138
2013-09-18,138
2013-09-19,138
2013-09-20,138
2013-09-21,139
2013-09-22,139
2013-09-23,139
2013-09-24,139
2013-09-25,139
2013-09-26,139
2013-09-27,139
2013-09-28,140
2013-09-29,140
2013-09-30,140
2013-10-01,140
2013-10-02,140
2013-10-03,140
2013-10-04,140
2013-10-05,141
2013-10-06,141
2013-10-07,141
2013-10-08,141
2013-10-09,141
2013-10-10,141
2013-10-11,141
2013-10-12,142
2013-10-13,142
2013-10-14,142
2013-10-15,142
2013-10-16,142
2013-10-17,142
2013-10-18,142
2013-10-19,143
2013-10-20,143
2013-10-21,143
2013-10-22,143
2013-10-23,143
2013-10-24,143
2013-10-25,143
2013-10-26,144
2013-10-27,144
2013-10-28,144
2013-10-29,144
2013-10-30,144
2013-10-31,144
2013-11-01,144
2013-11-02,145
2013-11-03,145
2013-11-04,145
2013-11-05,145
2013-11-06,145
2013-11-07,145
2013-11-08,145
2013-11-09,146
2013-11-10,146
2013-11-11,146
2013-11-12,146
2013-11-13,146
2013-11-14,146
2013-11-15,146
2013-11-16,147
2013-11-17,147
2013-11-18,147
2013-11-19,147
2013-11-20,147
2013-11-21,147
2013-11-22,147
2013-11-23,148
2013-11-24,148
2013-11-25,148
2013-11-26,148
2013-11-27,148
2013-11-28,148
2013-11-29,148
2013-11-30,149
2013-12-01,149
2013-12-02,149
2013-12-03,149
2013-12-04,149
2013-12-05,149
2013-12-06,149
2013-12-07,150
2013-12-08,150
2013-12-09,150
2013-12-10,150
2013-12-11,150
2013-12-12,150
2013-12-13,150
2013-12-14,151
2013-12-15,151
2013-12-16,151
2013-12-17,151
2013-12-18,151
2013-12-19,151
2013-12-20,151
2013-12-21,152
2013-12-22,152
2013-12-23,152
2013-12-24,152
2013-12-25,152
2013-12-26,152
2013-12-27,152
2013-12-28,153
2013-12-29,153
2013-12-30,153
2013-12-31,153
2014-01-01,153
2014-01-02,153
2014-01-03,153
2014-01-04,154
2014-01-05,154
2014-01-06,154
2014-01-07,154
2014-01-08,154
2014-01-09,154
2014-01-10,154
2014-01-11,155
2014-01-12,155
2014-01-13,155
2014-01-14,155
2014-01-15,155
2014-01-16,155
2014-01-17,155
2014-01-18,156
2014-01-19,156
2014-01-20,156
2014-01-21,156
2014-01-22,156
2014-01-23,156
2014-01-24,156
2014-01-25,157
2014-01-26,157
2014-01-27,157
2014-01-28,157
2014-01-29,157
2014-01-30,157
2014-01-31,157
2014-02-01,158
2014-02-02,158
2014-02-03,158
2014-02-04,158
2014-02-05,158
2014-02-06,158
2014-02-07,158
2014-02-08,159
2014-02-09,159
2014-02-10,159
2014-02-11,159
2014-02-12,159
2014-02-13,159
2014-02-14,159
2014-02-15,160
2014-02-16,160
2014-02-17,160
2014-02-18,160
2014-02-19,160
2014-02-20,160
2014-02-21,160
2014-02-22,161
2014-02-23,161
2014-02-24,161
2014-02-25,161
2014-02-26,161
2014-02-27,161
2014-02-28,161
2014-03-01,162
2014-03-02,162
2014-03-03,162
2014-03-04,162
2014-03-05,162
2014-03-06,162
2014-03-07,162
2014-03-08,163
2014-03-09,163
2014-03-10,163
2014-03-11,163
2014-03-12,163
2014-03-13,163
2014-03-14,163
2014-03-15,164
2014-03-16,164
2014-03-17,164
2014-03-18,164
2014-03-19,164
2014-03-20,164
2014-03-21,164
2014-03-22,165
2014-03-23,165
2014-03-24,165
2014-03-25,165
2014-03-26,165
2014-03-27,165
2014-03-28,165
2014-03-29,166
2014-03-30,166
2014-03-31,166
